id,Age,Gender,Annual Income,Marital Status,Number of Dependents,Education Level,Occupation,Health Score,Location,Policy Type,Previous Claims,Vehicle Age,Credit Score,Insurance Duration,Policy Start Date,Customer Feedback,Smoking Status,Exercise Frequency,Property Type,Premium Amount
613827,54.0,Male,81246.0,Single,0.0,Bachelor's,Employed,44.92541738738763,Rural,Premium,0.0,3.0,388.0,6.0,2023-05-21 15:21:39.281787,Good,Yes,Daily,Apartment,482.0
455812,52.0,Female,50637.0,Single,1.0,PhD,Self-Employed,29.72291224251177,Urban,Premium,1.0,15.0,616.0,5.0,2024-01-17 15:21:39.235012,Good,Yes,Weekly,House,253.0
360281,23.0,Female,7366.0,Married,3.0,High School,,33.456003876324665,Rural,Comprehensive,0.0,6.0,445.0,8.0,2020-04-07 15:21:39.094752,Good,Yes,Monthly,Apartment,896.0
515526,27.0,Female,39087.0,Divorced,4.0,High School,Unemployed,28.65505546303516,Urban,Comprehensive,,8.0,728.0,6.0,2022-10-14 15:21:39.132191,Good,No,Rarely,House,745.0
1111253,23.0,Female,,Divorced,2.0,Master's,,29.9741363221862,Suburban,Basic,2.0,2.0,322.0,7.0,2024-08-04 15:21:39.111551,Average,No,Daily,Condo,118.0
49451,44.0,Male,22205.0,Divorced,4.0,Bachelor's,,28.93632594272633,Suburban,Basic,,11.0,515.0,4.0,2024-05-23 15:21:39.155231,Good,No,Weekly,Condo,805.0
640781,53.0,Female,53415.0,Single,0.0,Bachelor's,Employed,40.08134028444827,Suburban,Basic,2.0,1.0,308.0,3.0,2022-06-29 15:21:39.134960,Poor,No,Daily,Apartment,837.0
685755,42.0,Female,39711.0,Married,2.0,Bachelor's,,17.386428562568998,Urban,Premium,2.0,16.0,647.0,5.0,2021-04-15 15:21:39.134960,Good,No,Rarely,Apartment,803.0
75352,46.0,Female,3412.0,Married,1.0,Bachelor's,Self-Employed,13.708099533223509,Suburban,Premium,3.0,6.0,,9.0,2024-05-20 15:21:39.237118,Poor,No,Rarely,House,1702.0
439053,59.0,Male,25806.0,Divorced,4.0,Master's,Unemployed,,Rural,Premium,0.0,11.0,595.0,8.0,2022-09-11 15:21:39.155231,Average,No,Weekly,Apartment,595.0
328799,60.0,Female,35200.0,Single,4.0,PhD,,13.530923877233397,Urban,Premium,1.0,17.0,611.0,3.0,2023-04-20 15:21:39.170099,Poor,Yes,Daily,Condo,1419.0
15356,19.0,Male,106444.0,Married,3.0,Bachelor's,Self-Employed,15.06447363586367,Rural,Basic,1.0,4.0,354.0,4.0,2022-09-15 15:21:39.237118,Good,Yes,Weekly,Apartment,3025.0
760694,55.0,Female,51643.0,Divorced,2.0,Bachelor's,Unemployed,51.63043614813593,Rural,Comprehensive,2.0,16.0,,7.0,2022-08-29 15:21:39.134960,Poor,No,Daily,Condo,788.0
1112929,53.0,Male,29097.0,Divorced,1.0,Bachelor's,,35.9555925718266,Rural,Basic,,2.0,,4.0,2020-12-17 15:21:39.209847,Average,Yes,Rarely,Apartment,484.0
1009088,18.0,Male,9469.0,Divorced,2.0,Bachelor's,Self-Employed,32.44984387062789,Suburban,Premium,1.0,15.0,796.0,7.0,2024-07-21 15:21:39.088124,Poor,Yes,Monthly,Apartment,652.0
531135,32.0,Male,11533.0,Divorced,2.0,Bachelor's,,12.454577649534173,Suburban,Comprehensive,0.0,11.0,776.0,7.0,2021-05-27 15:21:39.253660,Poor,No,Monthly,Condo,1601.0
1012341,33.0,Female,18078.0,Divorced,0.0,PhD,,,Urban,Premium,,9.0,706.0,1.0,2023-04-06 15:21:39.270454,Poor,Yes,Daily,House,1718.0
752521,55.0,Female,3550.0,Married,2.0,PhD,,52.60190645861011,Suburban,Premium,,0.0,573.0,1.0,2020-02-13 15:21:39.237118,Poor,No,Daily,Apartment,719.0
253255,55.0,Male,5720.0,Married,2.0,Master's,Employed,32.77441868389923,Rural,Basic,,4.0,762.0,2.0,2020-06-17 15:21:39.124659,Poor,Yes,Daily,Condo,150.0
783294,25.0,Female,8097.0,Single,3.0,PhD,Employed,18.564131534147368,Suburban,Premium,0.0,15.0,762.0,7.0,2022-02-10 15:21:39.205850,Poor,Yes,Weekly,House,1684.0
259867,22.0,Male,25894.0,Single,4.0,PhD,Unemployed,10.844232271943651,Rural,Premium,0.0,0.0,704.0,4.0,2020-04-29 15:21:39.126661,Average,No,Monthly,House,997.0
511025,39.0,Male,5812.0,Married,1.0,PhD,Self-Employed,21.725925691099626,Rural,Basic,1.0,0.0,658.0,4.0,2024-03-29 15:21:39.258696,Average,Yes,Monthly,Apartment,159.0
686583,55.0,Female,35447.0,Divorced,4.0,Bachelor's,Employed,9.802756425356554,Rural,Premium,1.0,9.0,687.0,8.0,2020-10-16 15:21:39.228521,Poor,Yes,Rarely,House,2743.0
183168,29.0,Female,45668.0,Married,2.0,Bachelor's,Self-Employed,51.84894849343676,Rural,Premium,2.0,13.0,564.0,1.0,2020-06-03 15:21:39.206847,Good,No,Monthly,House,1121.0
1196649,18.0,Female,25440.0,Married,2.0,Master's,,14.823659591878144,Suburban,Premium,,18.0,470.0,7.0,2020-01-29 15:21:39.155231,Good,Yes,Weekly,Apartment,888.0
333000,41.0,Male,86815.0,Single,0.0,High School,Unemployed,47.58876985011841,Suburban,Basic,0.0,13.0,440.0,3.0,2019-10-24 15:21:39.256696,Good,No,Rarely,House,922.0
436126,45.0,Male,3408.0,Divorced,2.0,Master's,Unemployed,23.929203537692324,Rural,Comprehensive,0.0,13.0,,9.0,2021-04-01 15:21:39.279729,,Yes,Weekly,Condo,2169.0
613628,29.0,Female,45974.0,Married,4.0,Bachelor's,Self-Employed,22.35851494413708,Urban,Comprehensive,,5.0,,6.0,2024-07-06 15:21:39.094752,Good,Yes,Daily,Condo,1624.0
948085,36.0,Female,,Divorced,1.0,Master's,Unemployed,40.352905528374826,Urban,Premium,1.0,13.0,431.0,9.0,2022-10-15 15:21:39.269494,Average,Yes,Daily,House,1859.0
515078,51.0,Male,32358.0,Married,2.0,Bachelor's,,14.08451074141448,Suburban,Basic,0.0,6.0,765.0,3.0,2022-11-08 15:21:39.108562,Average,No,Rarely,Condo,583.0
460406,49.0,Male,49845.0,Divorced,1.0,PhD,Employed,34.92532824519952,Urban,Comprehensive,3.0,2.0,523.0,9.0,2022-10-28 15:21:39.274993,Poor,Yes,Rarely,Condo,310.0
1039555,33.0,Female,27385.0,Married,4.0,Master's,Self-Employed,15.636206483371367,Suburban,Premium,,6.0,783.0,6.0,2020-07-24 15:21:39.143708,Poor,Yes,Daily,Condo,1032.0
935912,28.0,Female,17001.0,Married,0.0,High School,,41.43343785573197,Urban,Premium,0.0,0.0,,1.0,2020-02-05 15:21:39.285112,Good,No,Weekly,House,740.0
1134178,49.0,Female,33114.0,Married,0.0,Master's,Unemployed,11.10352138824138,Rural,Premium,,14.0,710.0,9.0,2021-07-30 15:21:39.247098,Average,No,Monthly,House,1772.0
864930,26.0,Male,4025.0,Married,2.0,PhD,,25.694754735030152,Rural,Premium,0.0,3.0,695.0,5.0,2020-04-04 15:21:39.116179,Average,No,Weekly,Condo,362.0
551012,61.0,Female,5300.0,Married,2.0,PhD,,28.573393965227435,Suburban,Basic,2.0,3.0,678.0,6.0,2023-04-16 15:21:39.152732,Poor,No,Weekly,Condo,1442.0
443718,50.0,Male,16085.0,Married,4.0,PhD,,27.82916677049291,Suburban,Premium,,16.0,797.0,5.0,2020-11-24 15:21:39.134960,Poor,Yes,Weekly,Condo,860.0
441394,36.0,Female,17132.0,Single,4.0,High School,Employed,23.86927856389956,Urban,Comprehensive,,16.0,545.0,9.0,2023-03-02 15:21:39.222387,Average,No,Daily,Apartment,661.0
367786,36.0,Male,24385.0,Single,1.0,Bachelor's,,40.90719954732525,Urban,Comprehensive,0.0,0.0,759.0,2.0,2024-03-05 15:21:39.144722,Poor,Yes,Daily,Condo,2944.0
498533,25.0,Female,16095.0,Married,2.0,High School,Employed,8.687655586166064,Urban,Comprehensive,0.0,13.0,381.0,2.0,2024-01-11 15:21:39.122134,Good,Yes,Rarely,Apartment,929.0
434876,52.0,Female,705.0,Divorced,2.0,High School,Self-Employed,37.81783997852982,Suburban,Comprehensive,0.0,7.0,327.0,8.0,2022-10-26 15:21:39.194829,Average,Yes,Rarely,Apartment,616.0
295685,22.0,Male,,Divorced,4.0,PhD,Employed,31.89471857584408,Urban,Basic,,18.0,431.0,9.0,2021-08-13 15:21:39.134960,Poor,No,Weekly,Condo,612.0
1010236,36.0,Male,45252.0,Single,0.0,Bachelor's,Self-Employed,21.48576417735512,Rural,Comprehensive,1.0,12.0,734.0,8.0,2022-01-15 15:21:39.237118,Good,Yes,Daily,Condo,684.0
644701,57.0,Female,10963.0,Single,0.0,Master's,,21.93867398937005,Rural,Premium,,19.0,569.0,2.0,2020-08-12 15:21:39.091080,Poor,No,Weekly,Apartment,1620.0
894376,52.0,Male,3163.0,Married,2.0,Master's,Self-Employed,27.17157766978491,Suburban,Premium,1.0,12.0,704.0,3.0,2019-09-10 15:21:39.143708,Average,Yes,Weekly,Condo,1577.0
941481,38.0,Male,16054.0,Single,1.0,Bachelor's,,18.26334919950489,Rural,Comprehensive,,19.0,588.0,9.0,2023-08-27 15:21:39.237118,Poor,No,Daily,Condo,1165.0
462548,44.0,Male,43782.0,Single,4.0,High School,Employed,12.139766786623126,Urban,Comprehensive,0.0,13.0,696.0,7.0,2021-09-21 15:21:39.134960,Average,No,Weekly,Apartment,568.0
498627,45.0,Male,3770.0,Single,3.0,Bachelor's,Unemployed,37.35887040261423,Suburban,Basic,1.0,2.0,474.0,2.0,2020-02-02 15:21:39.134960,Poor,Yes,Daily,House,1604.0
535044,31.0,Female,65399.0,Single,,Bachelor's,Employed,5.3816048276562265,Urban,Comprehensive,2.0,5.0,305.0,1.0,2024-08-09 15:21:39.222387,Good,Yes,Rarely,Condo,2266.0
110103,36.0,Female,28983.0,Divorced,0.0,High School,Employed,4.593939866252525,Suburban,Basic,0.0,7.0,444.0,8.0,2023-05-14 15:21:39.283783,Average,No,Rarely,Condo,977.0
575642,59.0,Male,20791.0,Divorced,,PhD,,34.869807682096976,Rural,Premium,,5.0,507.0,4.0,2024-05-07 15:21:39.268507,Good,Yes,Monthly,Condo,1144.0
1095203,38.0,Female,105499.0,Single,4.0,High School,,25.73971094518181,Urban,Premium,,19.0,485.0,3.0,2020-05-10 15:21:39.134960,Good,No,Rarely,House,2878.0
575628,57.0,Female,10147.0,Divorced,0.0,High School,,29.92686031170928,Urban,Premium,1.0,19.0,550.0,3.0,2020-09-02 15:21:39.155231,Average,No,Monthly,Apartment,1017.0
724461,58.0,Male,129871.0,Married,1.0,High School,Self-Employed,13.285972277906478,Rural,Basic,,13.0,340.0,8.0,2022-04-05 15:21:39.134960,Average,Yes,Rarely,House,2259.0
12154,41.0,Female,5446.0,Divorced,3.0,PhD,Employed,32.93350073033622,Urban,Comprehensive,,11.0,375.0,5.0,2020-02-21 15:21:39.094752,,Yes,Rarely,Apartment,2521.0
31203,20.0,Female,95196.0,Married,4.0,High School,Self-Employed,18.632192120851688,Rural,Basic,,5.0,632.0,5.0,2023-12-11 15:21:39.207847,Average,No,Weekly,Condo,101.0
1029255,56.0,Female,77279.0,Married,1.0,Bachelor's,,21.890204540576985,Rural,Basic,1.0,11.0,341.0,9.0,2021-05-21 15:21:39.269494,,Yes,Daily,Apartment,1875.0
922493,39.0,Male,61482.0,Married,3.0,Master's,Unemployed,31.06735032734049,Urban,Premium,0.0,17.0,,2.0,2022-01-31 15:21:39.185215,Good,Yes,Weekly,Condo,308.0
295157,34.0,Female,72085.0,Divorced,1.0,High School,,36.31606026523356,Suburban,Premium,,8.0,,5.0,2022-09-27 15:21:39.226954,Poor,No,Monthly,Condo,120.0
1142290,22.0,Female,20983.0,Divorced,2.0,Master's,Unemployed,31.702526217831927,Urban,Comprehensive,2.0,14.0,481.0,5.0,2024-06-16 15:21:39.148733,Average,Yes,Monthly,Condo,830.0
391043,19.0,Female,5380.0,Divorced,0.0,Master's,Unemployed,41.61913994221966,Rural,Comprehensive,1.0,10.0,567.0,9.0,2019-10-08 15:21:39.261856,Poor,No,Weekly,Condo,990.0
774665,27.0,Male,24.0,Divorced,2.0,Master's,Employed,39.99459318306773,Suburban,Basic,0.0,5.0,383.0,6.0,2024-06-14 15:21:39.210805,,Yes,Weekly,House,1672.0
224111,63.0,Male,73909.0,Divorced,0.0,Master's,Employed,20.93936278569062,Urban,Basic,2.0,14.0,437.0,4.0,2022-04-02 15:21:39.134960,Poor,Yes,Daily,Apartment,823.0
1181951,33.0,Female,23891.0,Divorced,3.0,Master's,Self-Employed,7.363253864647571,Urban,Basic,2.0,14.0,827.0,6.0,2024-05-23 15:21:39.271453,Good,Yes,Daily,Apartment,1117.0
84033,45.0,Female,16085.0,Single,3.0,PhD,Self-Employed,5.674548666778234,Urban,Comprehensive,,0.0,458.0,4.0,2020-10-20 15:21:39.155231,Average,No,Monthly,House,437.0
661190,57.0,Male,36454.0,Married,,Master's,Unemployed,28.288020377541525,Urban,Comprehensive,1.0,6.0,578.0,7.0,2021-01-06 15:21:39.119168,Poor,No,Monthly,House,25.0
634968,55.0,Male,131886.0,Divorced,0.0,Master's,,51.86962164917182,Urban,Comprehensive,,19.0,,9.0,2023-06-20 15:21:39.170099,Poor,No,Monthly,House,832.0
410033,63.0,Male,755.0,Divorced,3.0,High School,,14.987984377918382,Suburban,Comprehensive,2.0,0.0,596.0,5.0,2023-07-28 15:21:39.096739,Average,No,Weekly,House,101.0
1096633,35.0,Male,26987.0,Divorced,2.0,PhD,Self-Employed,21.52728088043675,Urban,Comprehensive,0.0,5.0,845.0,1.0,2024-03-23 15:21:39.252145,Average,No,Daily,Apartment,2210.0
1037555,38.0,Male,1705.0,,4.0,PhD,,38.276700540225946,Urban,Premium,,8.0,847.0,9.0,2022-07-18 15:21:39.285112,Good,No,Daily,House,961.0
1087066,26.0,Male,2571.0,Single,0.0,Bachelor's,Employed,20.99804729835784,Urban,Comprehensive,2.0,1.0,842.0,4.0,2021-07-26 15:21:39.092127,,No,Rarely,Condo,597.0
207839,39.0,Male,5825.0,Married,2.0,High School,Employed,20.86973138330817,Rural,Basic,0.0,9.0,798.0,8.0,2020-05-11 15:21:39.095696,Average,Yes,Rarely,House,564.0
305591,21.0,Female,62701.0,Married,0.0,High School,Unemployed,23.711588957798,Suburban,Premium,,18.0,439.0,9.0,2023-07-16 15:21:39.145732,Average,Yes,Monthly,House,1476.0
737975,40.0,Male,,Married,4.0,High School,Self-Employed,49.781397941321096,Suburban,Basic,3.0,14.0,509.0,1.0,2019-10-22 15:21:39.267454,Poor,Yes,Weekly,House,2853.0
414880,40.0,Female,2499.0,,,Bachelor's,,44.60233717509437,Suburban,Basic,1.0,3.0,,6.0,2021-03-17 15:21:39.084065,,Yes,Daily,House,1251.0
925774,41.0,Male,1709.0,Single,4.0,PhD,Self-Employed,36.88132899347137,Suburban,Basic,2.0,5.0,506.0,2.0,2020-11-03 15:21:39.087123,,Yes,Monthly,Apartment,940.0
1196727,30.0,Female,34181.0,Married,4.0,PhD,Unemployed,45.66363050652794,Suburban,Comprehensive,0.0,17.0,,9.0,2021-06-01 15:21:39.205850,Poor,No,Daily,Condo,552.0
197338,47.0,Male,20585.0,Single,1.0,Bachelor's,Self-Employed,19.83430302595502,Suburban,Comprehensive,1.0,10.0,646.0,3.0,2023-01-10 15:21:39.171102,Poor,No,Weekly,House,1399.0
726994,60.0,Male,16087.0,Married,,PhD,Employed,9.895129295083088,Rural,Comprehensive,0.0,16.0,516.0,2.0,2021-12-03 15:21:39.237118,Average,No,Rarely,House,721.0
627397,31.0,Female,137904.0,Married,1.0,Bachelor's,,15.746383974662953,Rural,Premium,3.0,4.0,598.0,7.0,2020-08-07 15:21:39.134960,Average,No,Monthly,Condo,29.0
57688,20.0,Female,5393.0,Single,4.0,Master's,Self-Employed,30.917156296378923,Suburban,Basic,,0.0,731.0,9.0,2022-02-16 15:21:39.134960,Poor,Yes,Monthly,House,499.0
94754,24.0,Female,1194.0,Single,0.0,Bachelor's,,23.922286154710783,Rural,Basic,0.0,18.0,,5.0,2024-04-12 15:21:39.191219,Good,No,Monthly,House,2623.0
51565,30.0,Male,35985.0,Married,4.0,Master's,Unemployed,14.73930035429419,Rural,Comprehensive,0.0,6.0,785.0,7.0,2020-09-06 15:21:39.144722,Average,Yes,Rarely,House,1768.0
670888,21.0,Female,,Single,0.0,High School,,,Suburban,Basic,,11.0,467.0,5.0,2019-12-02 15:21:39.274993,Good,No,Weekly,Condo,542.0
824075,63.0,Male,2456.0,Single,2.0,High School,Employed,25.539702959488373,Suburban,Comprehensive,2.0,3.0,588.0,3.0,2022-12-15 15:21:39.134960,Good,No,Rarely,Condo,609.0
363984,44.0,Female,3563.0,Single,0.0,PhD,,18.15884008531075,Suburban,Comprehensive,1.0,7.0,381.0,5.0,2023-07-16 15:21:39.261856,,Yes,Daily,House,1330.0
89714,58.0,Male,8841.0,Married,3.0,High School,Employed,9.39170544478882,Suburban,Basic,,0.0,813.0,8.0,2023-10-09 15:21:39.208842,Average,No,Rarely,Apartment,2054.0
378115,26.0,Female,29863.0,Married,4.0,High School,Unemployed,13.36587742496144,Rural,Comprehensive,,15.0,659.0,4.0,2022-08-29 15:21:39.237118,,Yes,Weekly,Apartment,1044.0
570987,24.0,Male,78832.0,Divorced,2.0,High School,Self-Employed,8.653466564092158,Rural,Basic,3.0,8.0,511.0,1.0,2020-03-08 15:21:39.237118,Poor,Yes,Weekly,Apartment,23.0
352948,52.0,Female,35123.0,Divorced,1.0,Bachelor's,Employed,,Suburban,Basic,0.0,9.0,634.0,8.0,2024-06-24 15:21:39.274993,Average,Yes,Daily,Apartment,1497.0
384544,56.0,Female,6813.0,Single,2.0,Bachelor's,Self-Employed,10.13648316266506,Rural,Basic,0.0,17.0,551.0,6.0,2019-12-30 15:21:39.171102,Poor,Yes,Rarely,Apartment,909.0
488217,51.0,Male,20498.0,Married,3.0,PhD,Self-Employed,15.55785763795438,Suburban,Basic,2.0,2.0,,3.0,2020-04-08 15:21:39.254678,Good,Yes,Weekly,Apartment,30.0
665743,43.0,Male,27442.0,Married,4.0,High School,,16.084332393155663,Rural,Comprehensive,1.0,0.0,536.0,4.0,2023-08-09 15:21:39.134960,Average,No,Daily,Apartment,952.0
676267,21.0,Male,86269.0,Married,0.0,Bachelor's,Self-Employed,38.82455445452192,Rural,Comprehensive,2.0,5.0,828.0,5.0,2019-10-08 15:21:39.130190,Poor,No,Daily,House,3341.0
9961,57.0,Female,26881.0,Married,3.0,Bachelor's,Employed,11.699818956534758,Suburban,Comprehensive,1.0,2.0,786.0,8.0,2020-05-28 15:21:39.252145,Poor,Yes,Weekly,House,832.0
937112,53.0,Male,107536.0,Single,1.0,Bachelor's,Unemployed,31.86848707703189,Rural,Comprehensive,2.0,13.0,457.0,7.0,2022-07-05 15:21:39.093681,Good,Yes,Monthly,Apartment,844.0
1036296,44.0,Female,86857.0,Single,0.0,High School,Employed,16.493144701435174,Rural,Basic,0.0,17.0,349.0,9.0,2022-11-22 15:21:39.088124,Average,Yes,Monthly,House,788.0
782074,25.0,Female,29077.0,Divorced,4.0,Bachelor's,Unemployed,30.242142238646764,Urban,Premium,,10.0,543.0,7.0,2023-12-03 15:21:39.274993,Poor,Yes,Monthly,Apartment,870.0
493273,22.0,Female,17050.0,Single,,Master's,,10.065311999200674,Suburban,Basic,1.0,19.0,777.0,4.0,2020-06-21 15:21:39.174719,Average,Yes,Daily,House,2013.0
378769,39.0,Female,1064.0,Single,,Bachelor's,,23.5934228212583,Rural,Basic,0.0,18.0,,6.0,2021-01-31 15:21:39.134960,Poor,Yes,Weekly,Condo,3452.0
85419,22.0,Female,37269.0,Married,1.0,High School,Self-Employed,29.62295608124393,Urban,Basic,,3.0,761.0,7.0,2023-09-26 15:21:39.187211,Poor,No,Daily,Apartment,638.0
174109,62.0,Male,72623.0,Divorced,3.0,PhD,Employed,16.926442475959192,Suburban,Comprehensive,1.0,7.0,790.0,6.0,2020-05-30 15:21:39.207847,Average,No,Monthly,Condo,101.0
565838,27.0,Male,61747.0,Single,,High School,Employed,6.722731825999801,Urban,Premium,2.0,1.0,848.0,7.0,2020-04-28 15:21:39.174719,Poor,No,Daily,House,1855.0
578301,60.0,Female,6894.0,Divorced,1.0,Bachelor's,Employed,34.09788651701163,Rural,Premium,0.0,6.0,,3.0,2023-04-30 15:21:39.143708,Poor,No,Rarely,Condo,799.0
735203,57.0,Female,78583.0,Divorced,4.0,Master's,Employed,18.38396255001627,Urban,Basic,,5.0,675.0,2.0,2024-07-19 15:21:39.094752,Poor,No,Daily,Condo,155.0
434223,59.0,Female,4909.0,Single,,Master's,,33.07218838908742,Suburban,Comprehensive,0.0,2.0,303.0,9.0,2024-06-23 15:21:39.081504,Poor,Yes,Monthly,House,476.0
403766,61.0,Female,91634.0,Married,4.0,PhD,Self-Employed,,Suburban,Comprehensive,1.0,11.0,434.0,8.0,2024-01-12 15:21:39.245086,Poor,No,Monthly,Condo,1442.0
472890,51.0,Male,30429.0,Married,4.0,Master's,Employed,31.918169591025585,Suburban,Basic,,13.0,,6.0,2023-07-05 15:21:39.155231,,Yes,Daily,Condo,4097.0
91731,42.0,Male,6939.0,Divorced,3.0,High School,Self-Employed,16.27105987335989,Urban,Basic,1.0,11.0,839.0,4.0,2023-07-12 15:21:39.107553,Good,Yes,Rarely,House,498.0
700837,,Female,31764.0,Divorced,2.0,PhD,Unemployed,37.7233296138802,Suburban,Premium,0.0,2.0,773.0,9.0,2022-11-02 15:21:39.133866,Poor,Yes,Rarely,House,648.0
425785,54.0,Female,,Single,4.0,PhD,,23.16589010820324,Urban,Premium,0.0,9.0,779.0,6.0,2021-07-25 15:21:39.102694,Poor,No,Weekly,Apartment,115.0
151845,47.0,Female,18059.0,Divorced,2.0,Master's,,49.302238012440256,Suburban,Comprehensive,1.0,1.0,390.0,7.0,2023-01-28 15:21:39.204790,Poor,Yes,Monthly,House,1527.0
761421,62.0,Female,83315.0,Married,4.0,PhD,Employed,50.551517933140246,Suburban,Basic,0.0,8.0,634.0,8.0,2020-07-10 15:21:39.134960,,Yes,Rarely,House,150.0
1194642,64.0,Female,27358.0,Divorced,0.0,PhD,Unemployed,18.372582764967,Urban,Comprehensive,,10.0,830.0,1.0,2024-03-11 15:21:39.247098,Good,Yes,Monthly,Condo,2121.0
346178,37.0,Female,6846.0,Divorced,1.0,PhD,,23.90005504623285,Rural,Premium,1.0,17.0,656.0,2.0,2023-11-27 15:21:39.244069,Average,Yes,Rarely,Apartment,1136.0
162213,61.0,Male,11712.0,Married,2.0,High School,Unemployed,10.036905145905184,Suburban,Premium,2.0,1.0,629.0,2.0,2021-10-19 15:21:39.205850,Average,Yes,Monthly,House,238.0
429254,51.0,Male,9986.0,Married,1.0,Bachelor's,Self-Employed,41.40753943153045,Urban,Comprehensive,1.0,15.0,,9.0,2020-09-03 15:21:39.228521,Poor,No,Monthly,House,535.0
704751,41.0,Male,4854.0,Married,4.0,Bachelor's,,42.75188026939239,Suburban,Basic,3.0,10.0,477.0,1.0,2022-04-30 15:21:39.155231,Average,Yes,Daily,Condo,1486.0
1007231,22.0,Female,74858.0,Divorced,0.0,PhD,Self-Employed,7.527684210567277,Rural,Premium,2.0,16.0,,8.0,2020-10-09 15:21:39.247098,Good,Yes,Daily,Condo,3138.0
1000693,25.0,Male,44915.0,Married,0.0,Master's,Unemployed,28.16704574675522,Urban,Comprehensive,0.0,4.0,772.0,4.0,2020-09-27 15:21:39.270454,Poor,No,Rarely,Apartment,568.0
379294,63.0,Male,,Divorced,,Bachelor's,Self-Employed,21.857217311072723,Suburban,Premium,1.0,11.0,757.0,8.0,2021-09-09 15:21:39.261856,Good,No,Rarely,House,249.0
760514,45.0,Female,25961.0,Divorced,2.0,Master's,Self-Employed,40.55102862891355,Urban,Premium,,3.0,783.0,9.0,2022-06-25 15:21:39.172097,Poor,No,Monthly,House,1619.0
433128,24.0,Male,25776.0,Divorced,2.0,Master's,,21.5865984375026,Rural,Basic,1.0,4.0,559.0,8.0,2023-06-18 15:21:39.134960,Poor,Yes,Weekly,Condo,1730.0
25825,43.0,Female,72520.0,Divorced,1.0,High School,,32.46585955105862,Rural,Basic,,1.0,463.0,7.0,2024-03-22 15:21:39.155231,Good,Yes,Weekly,Condo,110.0
556634,41.0,Female,50928.0,Divorced,4.0,PhD,Unemployed,26.64753679553316,Urban,Comprehensive,,7.0,525.0,4.0,2022-02-08 15:21:39.129190,Good,No,Daily,Condo,160.0
753274,62.0,Female,12897.0,Married,4.0,PhD,,6.574773500492963,Suburban,Basic,3.0,14.0,535.0,4.0,2020-06-20 15:21:39.130190,Average,No,Rarely,Apartment,1303.0
374285,48.0,Female,70848.0,Single,3.0,Master's,,50.58384528702386,Rural,Comprehensive,3.0,15.0,836.0,3.0,2019-10-05 15:21:39.094752,Poor,Yes,Weekly,House,715.0
467883,22.0,Male,32631.0,Divorced,0.0,PhD,Self-Employed,47.90884939758474,Suburban,Premium,,1.0,,4.0,2024-02-15 15:21:39.194829,Good,Yes,Weekly,Apartment,298.0
23032,56.0,Female,709.0,Married,1.0,Bachelor's,,47.05010435894606,Rural,Premium,0.0,2.0,644.0,9.0,2024-03-22 15:21:39.091080,Average,Yes,Weekly,Apartment,2343.0
1087025,24.0,Male,10405.0,Divorced,3.0,Bachelor's,Self-Employed,9.126260382439316,Rural,Basic,,4.0,716.0,2.0,2023-01-31 15:21:39.155231,Average,No,Rarely,Condo,715.0
1096642,,Female,3762.0,Single,2.0,Bachelor's,Employed,25.690908629923182,Rural,Basic,1.0,2.0,480.0,6.0,2020-05-02 15:21:39.134960,Good,Yes,Rarely,Condo,414.0
7116,34.0,Male,11350.0,Single,0.0,High School,Self-Employed,35.03974067987356,Urban,Comprehensive,0.0,16.0,,7.0,2023-02-14 15:21:39.093681,Average,Yes,Weekly,Condo,686.0
56423,52.0,Male,74954.0,Divorced,,High School,,33.60387413556212,Urban,Basic,,3.0,796.0,9.0,2023-11-23 15:21:39.181605,Average,No,Rarely,House,228.0
449913,50.0,Male,35759.0,Single,1.0,Master's,Unemployed,21.82755551220232,Urban,Premium,,1.0,,5.0,2022-04-10 15:21:39.134960,,Yes,Rarely,Apartment,463.0
739467,43.0,Male,38605.0,Married,1.0,High School,Self-Employed,27.09171102847122,Urban,Basic,0.0,19.0,387.0,1.0,2022-06-02 15:21:39.122134,Good,Yes,Weekly,House,1990.0
770619,56.0,Male,17579.0,Married,0.0,Bachelor's,Self-Employed,26.79896050209352,Urban,Comprehensive,0.0,6.0,743.0,6.0,2023-06-01 15:21:39.231531,Good,No,Weekly,Apartment,1151.0
370995,34.0,Male,14550.0,Married,2.0,High School,,18.04999301731597,Suburban,Comprehensive,,9.0,616.0,5.0,2019-11-29 15:21:39.279729,Average,Yes,Rarely,House,225.0
120510,37.0,Male,133533.0,Married,0.0,Bachelor's,,,Suburban,Basic,1.0,2.0,760.0,9.0,2019-10-17 15:21:39.171102,Average,No,Rarely,Apartment,434.0
791244,22.0,Male,528.0,Married,1.0,Master's,Employed,27.87893264438191,Urban,Comprehensive,,6.0,755.0,7.0,2019-09-07 15:21:39.255696,Good,No,Monthly,Condo,26.0
721888,44.0,Male,27126.0,Divorced,2.0,High School,Unemployed,43.63884258992055,Suburban,Premium,0.0,5.0,755.0,6.0,2023-09-03 15:21:39.282785,Good,No,Rarely,Apartment,2448.0
105641,56.0,Male,2445.0,Married,1.0,Master's,Unemployed,7.935002629626306,Suburban,Premium,0.0,11.0,434.0,7.0,2023-08-12 15:21:39.192212,Average,Yes,Weekly,Apartment,1568.0
